,text,label
5103,"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement.""",1
5104,"Says he said last year there's ""absolutely no reason"" for Texas to secede.",1
5105,"Florida teachers are ""already paid $5,000 below the national average.""",1
5106,"""Americans now spend 100 days out of the year working for government before we even start working for ourselves.""",1
5107,"""The video doesn't show the broader picture of the firing that was going on at American troops.""",1
5108,"""Florida Statutes require (Attorney General Bill) McCollum to consult with members of Florida's Congressional delegation"" before filing a lawsuit against the health care reform law.",1
5109,"Says she introduced a ban on ""dirty dancing.""",1
5110,"""The most private question on this year’s form asks for an individual’s race, and that question has been asked by every census since the 1790 census conducted under then-President George Washington.""",1
5111,"""This census is also the shortest and least intrusive count in modern history.""",1
5112,"The proposed education changes ""will not cut one teacher's pay.""",1
5113,"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this.""",1
5114,"""A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.""",1
5115,"""The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.""",1
5116,"""Hospitals, doctors, MRIs, surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.''",1
5117,"“Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner.”",1
5118,"Rubio admitted he ""would have accepted the stimulus money.""",1
5119,"""House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.""",1
5120,"Sen. Kay Bailey Hutchison's ""concession speech came with less than 20 percent of the precincts having been counted.”",1
5121,"""We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.""",1
5122,"""Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.""",1
5123,"""When we started this health care debate a year ago, 85 percent of the American people had health insurance, and 95 percent of the 85 percent were happy with it.""",1
5124,"Reconciliation was used ""for tax cuts for the rich twice under Bush.""",1
5125,"""Our graduation rate is the highest it's ever been.""",1
5126,"The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not.",1
5127,"U.S. Rep. Alan Grayson ""compared a former vice president to a vampire ... and compared America's health care system to the Holocaust.""",1
5128,"Florida ""has the second-highest foreclosure rate in the nation.""",1
5129,"""The Republicans have repeatedly said that they agree with 80 percent of what's in our bill.""",1
5130,"Gov. Rick Perry ""spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.""",1
5131,"The CBO found that the House Republican health care plan would lower premiums by ""up to about 10 percent"" and, for purchasers in the individual market, ""those cost savings could even be higher.""",1
5132,"""As bank president, Alex Sink eliminated thousands of Florida jobs while taking over $8 million in salary and bonuses.""",1
5133,"""One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).""",1
5134,"Says she ""stopped Capital Metro from raising fares for senior and disabled citizens.""",1
5135,"""$100,000 in stimulus funds (were) used for a Martini Bar and Brazilian Steakhouse.""",1
5136,"""In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.""",1
5137,"Despite touting the economic stimulus as a great triumph, ""The very same report, however, notes that unemployment will average 10 percent for the rest of the year.""",1
5138,One-third of the economic stimulus package was tax cuts.,1
5139,"The Senate-passed health care bill ""is identical to the Massachusetts health care plan -- the same thing.""",1
5140,Uses headlines to portray Gov. Rick Perry as beholden to special interests.,1
5141,"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade.""",1
5142,"""I have had the challenge during this administration to suspend no less than 37 public officials in about 36 months.""",1
5143,"""Inequality in Texas is steadily getting worse, with very few rich people, a great many poor people, and fewer and fewer in the middle.""",1
5144,"""A majority of Americans still oppose this health care bill.""",1
5145,"""At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.""",1
5146,"""For the first time in history, my administration posts our White House visitors online.""",1
5147,U.S. Sen. Kay Bailey Hutchison “voted to continue Roe v. Wade.”,1
5148,"""The Texas Department of Transportation... misplaced a billion dollars.""",1
5149,"In Massachusetts, Scott Brown's Republican affiliation is ""not a secret, but clearly not on display.""",1
5150,"""The Washington Times ... pointed out that we had succeeded where previous administrations had failed"" on spending cuts.",1
5151,"""The Trans-Texas Corridor is dead.""",1
5152,"""Close to half of the folks in this country illegally entered legally (but) overstayed (their ) visas.""",1
5153,Obama's job approval rating is up.,1
5154,"When President Bush took office in 2001, he inherited a $236 billion budget surplus, with a projected 10-year surplus of $5.6 trillion. When he ended his term, he left a $1.3 trillion deficit and a projected 10-year shortfall of $8 trillion.",1
5155,"""More than 1,000 people ... move to Texas every day.""",1
5156,“Illegal immigrants currently occupy 8 million jobs.”,1
5157,"""Texas is LAST (50th) in spending for mental health care.""",1
5158,"""Why is January 8th an important date in American history? This day in 1835 is the only day in our history when we have not been in debt.""",1
5159,"President Obama has ""the worst ratings of any president at the end of his first year.""",1
5160,"The ""post-Soviet industrial meltdown is responsible for most of the progress in reducing carbon emissions that Europe is able to claim.""",1
5161,"""In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror.""",1
5162,"""If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes.""",1
5163,"Recovery.gov listed congressional districts that ""do not exist.""",1
5164,"If you look at last year's presidential campaign, ""you can't find a mention of public option.""",1
5165,"The GOP health care plan ""would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a pre-existing medical condition.""",1
5166,"Sen. Joe Lieberman's ""home state has a public option which covers about 10,000 of its citizens that was introduced by its Republican governor.""",1
5167,"The proposed excise tax on ""Cadillac"" health plans will hit ""those making less than $200,000"" the hardest.",1
5168,"U.S. taxpayers paid $71,500 per job created by the stimulus bill.",1
5169,"""Only 20 percent of Americans admit to being Republicans anymore.""",1
5170,"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles.",1
5171,"During the Reagan era, while productivity increased, ""wages for working people remained frozen.""",1
5172,"Forty percent of gross domestic product ""is state, local, or federal money.""",1
5173,"During the Reagan era, ""the richest Americans had their top income tax rate cut in half.""",1
5174,"In the 1950s,  ""A lot of people got rich — and they had to pay a top tax rate of 90 percent.""",1
5175,"""The richest 1 percent have more financial wealth than the bottom 95 percent combined.""",1
5176,"""The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.""",1
5177,"""Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.""",1
5178,"""Medicare began as a public option and now holds 97 percent of the market share.""",1
5179,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,1
5180,The U.S. ranks 37th in the world for health care.,1
5181,"""We waterboard, incidentally, hundreds of our own military personnel. They waterboard themselves in training to toughen themselves up.""",1
5182,"""Nearly 46 million Americans don't have health insurance coverage today.""",1
5183,"Obama's plan for health care reform ""ends exorbitant out-of-pocket expenses, deductibles or co-pays.""",1
5184,"In every committee when the health care bill was considered, Democrats voted against an amendment that would require members of Congress and their staff to take the government-run public option as their health care plan.",1
5185,"""The John McCain Twitter account has more than 1.1 million followers. The official White House Twitter account has only about 830,000.""",1
5186,Forty-five percent of Americans went without needed care because of costs in 2007.,1
5187,"""Four percent of American citizens are black males, but they are 35 percent of murder victims.""",1
5188,"""Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP"" say that health reform ""makes sense to do.""",1
5189,"""14,000 Americans . . . lose their health insurance every single day.""",1
5190,There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,1
5191,"""Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.""",1
5192,"""Only about 6.8 percent of the (stimulus) money has actually been spent.""",1
5193,"""Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.""",1
5194,"""Californians consume 40 percent less energy per person than the national average""",1
5195,"""Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin.""",1
5196,"Even high estimates for an early draft of the health care plan are ""less than the $1.8 trillion cost of the Bush tax cuts.""",1
5197,"""Some 500 detainees were released from Guantanamo during the Bush administration.""",1
5198,"Oil money from federal leases ""can only be used to clean up the mess and damages from drilling.""",1
5199,"""President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'""",1
5200,"""Democrats have failed to answer the most basic question of how they want to pay for the more than $1 trillion of health care spending.""",1
5201,"The Republican Party has ""21 percent party ID and shrinking.""",1
5202,"Sen. Arlen Specter's party switch could ""end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.""",1
5203,"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""",1
5204,"""President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.""",1
5205,"The Employee Free Choice Act mandates the ""elimination of the secret ballot.""",1
5206,"His proposed budget would ""cut our deficit in half by the end of my first term.""",1
5207,"Obama's proposed budget ""doubles the debt in five years, triples it in 10 years.""",1
5208,"""The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.""",1
5209,"""We had bipartisan legislation that got through the Senate"" that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",1
5210,"A new presidential helicopter ""is now going to cost as much as Air Force One.""",1
5211,"Louisiana is turning down $100 million ""that would require us to change our unemployment law, that would have actually raised taxes on Louisiana businesses.""",1
5212,"""Obama taps porn lawyer for #2 at Justice.""",1
5213,"""The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.""",1
5214,"""The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.""",1
5215,"""In Chicago, school is never canceled"" because of winter weather.",1
5216,"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges.",1
5217,"""We've added, in the last eight years, $4 trillion of debt to the nation's obligations.""",1
5218,"Energy nominee Steven Chu has called coal ""his worst nightmare.""",1
5219,"Geithner's failure to pay self-employment taxes while working for the IMF ""is a mistake that is commonly made for people who are working internationally or for international institutions.""",1
5220,"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force.""",1
5221,"""The race will tighten, just because that's what happens at the end of campaigns. They always have.""",1
5222,"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",1
5223,"""In April, Sen. McCain came out against helping women earn equal pay for equal work.""",1
5224,McCain called for less regulation 21 times just this year.,1
5225,Between 40 and 50 percent of tax filers do not owe any income tax.,1
5226,"""Obama said he would unilaterally renegotiate the North American Free Trade Agreement.""",1
5227,"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",1
5228,"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",1
5229,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,1
5230,"""Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.""",1
5231,"""John McCain said...in December he was surprised there was a subprime mortgage problem.""",1
5232,"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""",1
5233,"""He has asked for $932-million of earmark pork-barrel spending, nearly a million dollars for every day that he’s been in the United States Senate.""",1
5234,"""You know, we spent $3-million to study the DNA of bears in Montana.""",1
5235,"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore.""",1
5236,"Barack Obama got more campaign contributions from Fannie Mae and Freddie Mac ""than any other member of Congress, except for the Democratic chairmen of the committee that oversees them.""",1
5237,"""Obama has asked for $932-million in earmarks, literally $1-million for every day that he’s been in Congress.""",1
5238,"Sarah Palin was repeating ""Abraham Lincoln's words"" in discussing the war in Iraq.",1
5239,"""He admits he still doesn't know how to use a computer, can't send an e-mail.""",1
5240,"Palin ""inherited a city with zero debt, but left it with indebtedness of over $22-million.""",1
5241,"John McCain ""took on the drug industry.""",1
5242,"Palin ""fired Wasilla's Police Chief because he 'intimidated' her.""",1
5243,"""Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.""",1
5244,"""There's only four senators senior to me ... there's still 44 older than me.""",1
5245,"As a state senator in Illinois, Obama made sure women got equal pay for equal work.",1
5246,"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families.""",1
5247,"""We spent $3-million of your money to study the DNA of bears.""",1
5248,"While in the Illinois Senate, Barack Obama passed legislation moving people ""from welfare to jobs.""",1
5249,"The Bush administration's latest plans for troop withdrawal from Iraq by 2011 are ""more or less the same time frame I announced two years ago.""",1
5250,"""Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.""",1
5251,John McCain has seven houses.,1
5252,"McCain, ""voted against renewable sources of energy, against biofuels, against solar power, against wind power.... """,1
5253,"""It (Georgia) was one of the earliest Christian nations. The king of then-Georgia in the third century converted to Christianity.""",1
5254,Says Obama replaced the American flag on the tail of his plane with his campaign logo.,1
5255,"""Big oil's filling John McCain's campaign with $2-million in contributions.""",1
5256,"Spending increases, not tax cuts, are the major cause of the federal budget deficit.",1
5257,"Obama ""hasn't been to Iraq in years.""",1
5258,"""Obama never held a single Senate hearing on Afghanistan.""",1
5259,"""We've heard talk about curbing our use of fossil fuels in nearly every State of the Union address since the oil embargo of 1973.""",1
5260,"""McCain used to buck his party on immigration by fighting for comprehensive reform. . . . But when he was running for his party's nomination, he . . . said that he wouldn't even support his own legislation if it came up for a vote.""",1
5261,"""I investigated Abramoff and people ended up in jail.""",1
5262,"""The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.""",1
5263,"""I've always said it's (offshore drilling) up to the states and I still say that.""",1
5264,"Barack Obama ""cut taxes for working families.""",1
5265,"Barack Obama ""passed laws moving people from welfare to work.""",1
5266,"""Obama has maintained a friendship with a now convicted felon.""",1
5267,"""George Bush, and a Republican Congress, have presided over a 55 percent increase in the size of domestic government spending in the last seven years.""",1
5268,"Obama ""wants a windfall profits tax on oil to go along with the new taxes he also plans for coal and natural gas.""",1
5269,"""McCain lobbied for (a) $10-million pork project honoring conservative justice.""",1
5270,"""Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao — and these were folks who have done horrendous damage not only to their own countries but to other countries.""",1
5271,"""I had an uncle ... who was part of the first American troops to go into Auschwitz and liberate the concentration camps.""",1
5272,"""Obama himself voted against funding our nation's veterans and troops in the field during a time of war.""",1
5273,"Eliminating earmarks ""would make barely a drop in the bucket with regard to the national debt, the deficit.""",1
5274,"""We borrow money from the Chinese to buy oil from the Saudis.""",1
5275,"""It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.""",1
5276,"""More people without health care since George Bush took office; more children in poverty since George Bush took office.""",1
5277,"""For what we spend in just one week in Iraq, 800,000 children could get health insurance for an entire year.""",1
5278,"""My friend, we have increased the size of government by some 40 percent just in the last few years.""",1
5279,"A gas tax holiday ""would at best provide 30 cents a day for three months for a grand total of $28.""",1
5280,"The Rev. Wright compared ""the United States Marine Corps with Roman legionnaires who were responsible for the death of our Savior.""",1
5281,"""Bill Clinton invited him (the Rev. Wright) to the White House when he was having his personal crises.""",1
5282,"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",1
5283,"""I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.""",1
5284,"McCain and Bush are millionaires who are ""for tax cuts for millionaires.""",1
5285,"John McCain and George W. Bush want to spend ""a trillion dollars in Iraq over the next 10 years.""",1
5286,"""We've won twice as many states. We've won a greater share of the popular vote.""",1
5287,"""I committed to public financing; (Obama) committed to public financing.""",1
5288,"""When we've got CEOs making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.""",1
5289,"""We have seen hate crimes skyrocket in the wake of the immigration debate.""",1
5290,"""I have 35 years' experience making change.""",1
5291,"""I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.""",1
5292,"""8 years of the Clintons, major losses for Democrats across the nation.""",1
5293,"""The last six polls, including this week's Time magazine, show that I beat John McCain by six or seven points.""",1
5294,"""George Bush sent people to war without body armor.""",1
5295,"John McCain ""voted against the Bush tax cuts, both times.""",1
5296,"""In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.""",1
5297,"Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""",1
5298,"""He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.""",1
5299,"Said he's the only Republican candidate ""who's actually turned around a government economy.""",1
5300,Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.,1
5301,"""And delivered more tax relief than the other Republicans combined.""",1
5302,"""Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository.""",1
5303,"""And he's the only candidate who will fight for a national catastrophe fund to reduce insurance rates.""",1
5304,"""I took on the worst road system in the country, according to Trucker's magazine. When I left, they said it was the most improved road system in the country.""",1
5305,"The church Barack Obama belongs to has a ""nonnegotiable commitment to Africa.""",1
5306,"""There's not a major bill I know with Hillary's name on it.""",1
5307,"""Mike Huckabee raised taxes on dog groomers!""",1
5308,"""If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.""",1
5309,"""Mitt Romney says the next president doesn't need foreign policy experience.""",1
5310,"""The fact of the matter is that my colleague from New York, Senator Clinton, there are 50 percent of the American public that say they're not going to vote for her.""",1
5311,"""McCain opposes repeal of the death tax.""",1
5312,"""One out of every four homeless people on our streets is a veteran.""",1
5313,"""He's (Romney) the one who said that he would be to the left of Teddy Kennedy on gay rights.""",1
5314,"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens.""",1
5315,"Romney failed to take action against ""sanctuary cities"" in Massachusetts.",1
5316,"""If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term.""",1
5317,"""I believe in tax cuts. I believe in being a supply-sider. I cut the income tax I think it was 24 percent. We got 42 percent more revenues.""",1
5318,"Huckabee ""was one of the highest taxing governors that we had in this country and rivaling Bill Clinton in terms of the Cato ratings.""",1
5319,"""Our children's safety is potentially at risk because nearly half of the apple juice consumed by our children comes from apples grown in China.""",1
5320,"""Mayor Giuliani's lawsuit killed the line-item veto.""",1
5321,"Clinton has ""raised the most money from Washington lobbyists ... from the health industry, drug companies, health insurance companies (and) the defense industry.""",1
5322,"""I supported tort reform with regard to securities...product liability...interstate commerce.""",1
5323,"""Mitt Romney opposed the gun lobby, even Ronald Reagan.""",1
5324,"He received ""A"" ratings from ""every conservative organization that gives ratings.""",1
5325,"""The founders advised non-interventionism.""",1
5326,"""I've seen (life) from the factory floor when I was working the graveyard shift ...and I'd be ankle-deep in water at the Murray Ohio bicycle plant where I was running a machine that was so loud I couldn't hear myself yell if I wanted to.""",1
5327,"Mitt Romney has ""a pro-choice record.""",1
5328,"""First, he was in favor of my plan, now he's attacking it.""",1
5329,"Mitt Romney boasts that he is ""proud to be the only major candidate for president to sign the tax pledge. The others have not.""",1
5330,"""With the resources it takes to execute just over three months of the Iraq war, we could fully fund the expansion of health care for needy children that Bush vetoed.""",1
5331,"""She stood by our National Guard and Reserve and kept standing till they received health care they deserved.""",1
5332,"""Today New Mexico (has) the sixth-fastest growing economy.""",1
5333,"""Bill Richardson is the only major Democratic candidate with a plan to withdraw all American troops from Iraq. All of the other major Democratic candidates support leaving American troops in Iraq indefinitely.""",1
5334,"""And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...""",1
5335,"""Sixty-one percent of our active military are currently listed as overweight.""",1
5336,"Half of all personal bankruptcies in America ""are caused by medical bills.""",1
5337,"""Took on the Olympics and turned them around""",1
5338,"""Congressman Paul introduces numerous pieces of substantive legislation each year, probably more than any single member of Congress.""",1
5339,"""We're spending $1.6 billion for all of Latin America in terms of aid and assistance, a
fraction of what we're spending in Iraq, the $500 billion we've spent there""",1
5340,"""In every single country, she had a majority of the vote -- or more of those who'd already made up their minds.""",1
5341,"""We've lost over 5,000 Americans over there in Afghanistan, in Iraq, and plus the civilians killed.""",1
5342,"""Congress only funded half the wall"" between Mexico and the United States.",1
5343,"""I built that border fence in San Diego...and it reduced the smuggling of people and drugs...by 90 percent.""",1
5344,"""The failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct.""",1
5345,"""Bill Richardson passed the first law in the nation giving National Guard soldiers $400,000 in life insurance.""",1
5346,"""In state after state, polls make clear that the American public understands the Kelo ruling is a disaster.""",1
5347,"""I'm the first person who really took up the issue of the war. Four years ago I said that there was no proof that Iraq had weapons of mass destruction, and, actually... did an analysis which disproved the cause for the war.""",1
5348,"""(McCain) was opposed to ethanol. Now he's for it.""",1
5349,An estimated 56 million Americans don't have bank accounts.,1
5350,"""Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds.""",1
5351,"""I used tax cuts to help create over 80,000 jobs in New Mexico.""",1
5352,"New Mexico moved ""up to"" sixth in the nation in job growth.",1
5353,"""New Mexico was 46th in teacher pay (when he was elected), now we're 29th.""",1
5354,Poll watchers in Philadelphia prevented from entering polling places.,1
5355,“People are less likely to just vote for party now. … They’re looking at the personalities.”,1
5356,"Says Joni Ernst ""supports the lawsuit that's headed to the Supreme Court that will” repeal the Affordable Care Act.",1
5357,"When Sen. Kelly Loeffler heard about the COVID-19 risk, she “focused on her own portfolio” and ""profited from the pandemic.""",1
5358,"Says Ann Wagner’s campaign ""has taken millions of dollars from special interests, more than almost anyone else in Congress.”",1
5359,“Nobody's ever seen a number like this… (33.1%) economic growth is four times greater than what the experts expected.”,1
5360,"Says President Donald Trump ""thinks that $15 an hour minimum wage is too much for essential workers.""",1
5361,A Detroit TV station aired the election results a week early.,1
5362,“I have been very clear with DACA. Even in my campaign six years ago I stood for those Dreamers.”,1
5363,"“Under the Affordable Care Act, three states get 35% of the money, folks. Can you name them? I'll help you: California, New York and Massachusetts.”",1
5364,"Drivers will “get guaranteed earnings, health care benefits, personal protections, and they can maintain their flexible schedules.”",1
5365,"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”",1
5366,A photo shows Barack Obama in front of “cages” built during his administration to hold migrants.,1
5367,"Says Donald Trump “is pushing to slash Medicare benefits.""",1
5368,"Says “Joe & Jill Biden’s income went from $396,456 in 2016, to $16,596,979 in 2017-2019. Anyone else want to know where that money is coming from?”",1
5369,Says Dan Forest wants to use tax dollars “to help rich people send their kids to private school using vouchers.”,1
5370,"“15 days left to vote BUT if you are voting by mail, you need to vote TODAY. USPS says it needs a 14 day roundtrip to be counted on election day.”",1
5371,Abigail Spanberger and other Democrats “voted to spend public funds on their political campaigns; up to $5 million...”,1
5372,"Says Joe Biden told a factory worker, “I don’t work for you!” while pointing a finger in the worker’s face.",1
5373,"Says Debbie Mucarsel-Powell's family received $700,000 from the firm of ""violent warlord Ihor Kolomoisky,"" who is compared to Fidel Castro and Nicolás Maduro.",1
5374,"Says Amy Coney Barrett said ""calling a Black employee the N-word does not make for a hostile work environment.""",1
5375,"Says Steve Bullock “failed to act” when his “most senior political aide was caught sexually harassing women. Bullock knew about the harassment but said nothing, remaining silent when the aide took another job where he harassed women again.”",1
5376,Says Martha McSally “voted to take away money from Fort Huachuca to pay for the border wall.”,1
5377,"“With regard to hurricanes, the National Oceanic (and Atmospheric) Administration tells us that actually, as difficult as they are, there are no more hurricanes today than there were 100 years ago.”",1
5378,"Image quotes Sen. Ted Cruz as saying, “In the last election, 54 million evangelical Christians stayed home. If Christians will simply show up and vote our values, we’ll turn this country around.”",1
5379,Says Joe Cunningham voted for $5 million in taxpayer funds to go into his and other politicians’ campaigns to pay for personal expenses and TV ads.,1
5380,"An appellate court found Kamala Harris and police “took part in framing and prosecuting a man” for a murder he didn’t commit, paying a key witness $60,000 in relocation benefits for testifying against him.",1
5381,"Says Joe Biden’s website shows that he supports the Green New Deal, despite denials in debate.",1
5382,"Says “John James opposes abortion, even refusing to make an exception when a woman’s life is at risk” and “wants to make it a felony even in cases of rape and incest.”",1
5383,"Says Tommy Tuberville ""quit on his players"" all four times that he was a college football coach.",1
5384,“The leader of Proud Boys is the Florida state director of Latinos for Trump.”,1
5385,Says Sri Kulkarni attended “notorious desert drug parties” and was arrested for cocaine.,1
5386,Says Joe Biden “wants American farmers to put their farmland into Gvt ‘land banks.’ Gvt would then tell farmers what ‘sustainable’ plants they could grow.”,1
5387,"Approving the constitutional amendment on Illinois' November ballot “would let the politicians immediately implement their plan to increase taxes on small businesses, farmers and large employers.”",1
5388,Says he “strongly supports legalization for Dreamers.”,1
5389,"Says Joe Biden “made it clear..No More Coal Fired Power Plants!! So, No More Coal!! Wake Up WV, PA,OH, KY”",1
5390,Gas prices during the Obama-Biden administration were $5.49 a gallon.,1
5391,Says President Donald Trump started a trade war that “led to a surge in farm bankruptcies.”,1
5392,"Says Joe Biden “passed a tax bill that gave us all these privileges for depreciation and for tax credits. We built a building, and we get tax credits like the hotel on Pennsylvania Ave.”",1
5393,“Suburbs are by and large integrated.”,1
5394,"Says Miami-Dade Mayor Carlos Gimenez “approved a 67% pay raise for himself and increased his own pension. He makes $250,000 a year, more than almost every big-city Mayor in the country. He also kept his taxpayer-funded Mercedes-Benz after slashing $400 million in government jobs and spending.”",1
5395,"The typical elementary school teacher pays $7,239 in federal income taxes, and firefighters pay $5,328, while Donald Trump paid $750.",1
5396,"Says Cal Cunningham “got a $40,000 tax incentive to update his butler’s pantry.”",1
5397,Says Joe Biden “disrespects servicemen” in telling them to “clap for that you stupid bastards.”,1
5398,"A graphic on U.S. abortion rates shows larger declines during recent Democratic presidential administrations, and says its due to the party’s approach of making abortions unnecessary, rather than the Republican Party’s approach of making the procedure illegal.",1
5399,"Says Donald Trump is “the worst jobs president in recorded history.""",1
5400,Says Thom Tillis has been “blocking his own party’s efforts to reduce the cost of prescription drugs.”,1
5401,Quotes Sen. Mitt Romney as saying: “The Merrick Garland decision wasn’t unfair & the notion that someone has to pay the price to make up for it is wrong.”,1
5402,“24 of every 100 kids in school today speak Spanish.”,1
5403,"“Nearly 2 out of 3 Americans want to reduce legal immigration from 1 million per year down to 500,000 or less.”",1
5404,“This is what Kamala Harris thinks about young Americans … ‘They are stupid!’”,1
5405,"“In 1983, Joe Biden voted in favor of taxing 50% of Social Security” and in 1993, Biden “was the deciding vote in raising the percentage taxed on Social Security from 50% to 85%.”",1
5406,"Says Karen Handel voted with Donald Trump, ""gutting health care for millions, supporting horrific child separation policies"" and for ""abortion bans.""",1
5407,Says Donald Trump “let federal contractors double offshoring jobs in his first 18 months in office.”,1
5408,The “U.S. trade deficit is at an all-time high under Trump in the last three years.”,1
5409,"""Under Operation Warp Speed, we’ve pioneered groundbreaking therapies, reducing the fatality rate 85% since April.”",1
5410,"After a bridge collapse killed six people, Carlos Gimenez extended a $130 million contract to the construction company, where one of his sons worked and for which another lobbied.",1
5411,"""When I was vice president, violent crime fell 15% in this country. ... The murder rate now is up 26% across the nation this year under Donald Trump.""",1
5412,"In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people.""",1
5413,"“If you go to Antifa.com, it takes you directly to Joe Biden’s webpage...what’s that tell ya…try it yourself.”",1
