,source,text,type,category,label,English,text_size,subject,contains_name
230, Victor Costache,"„Am avizat un parteneriat și un program care va demara rapid. Vrem să se testeze toată populația Bucureștiului printr-o serie de echipe care vor merge door to door (din ușă în ușă- n.red.), după modelul Coreei de Sud. Este foarte important să facem milioane de teste. Până la sfârșitul săptămânii, vom avea încă 200.000 de teste. Am pornit cu un singur centru de testare în ianuarie și acum avem cel puțin 20 și vrem să avem 1-2 la nivel județean.”", DECLARAȚII Coronavirus,Trunchiat,2,"""We have approved a partnership and a program that will start quickly. We want to test the entire population of Bucharest through a series of teams that will go door to door (door to door - ed.), Following the model of South Korea. It is very important to do millions of tests. By the end of the week, we will have another 200,000 tests. We started with a single test center in January and now we have at least 20 and we want to have 1-2 at the county level. ” ",big,Coronavirus,no
231, Raluca Turcan,"„Am triplat capacitatea de testare a potențialilor bolnavi cu coronavirus! Dacă în urmă cu câteva zile se puteau face în medie 600 de teste pe zi, astăzi se pot testa aproximativ 1700 de pacienți.”", DECLARAȚII Coronavirus,Trunchiat,2,"""We have tripled the capacity to test potential coronavirus patients! If a few days ago an average of 600 tests a day could be done, today about 1,700 patients can be tested. ” ",small,Coronavirus,yes
237, Ludovic Orban,",,În acest sens, este suficient să vedem datele privind evoluția numărului de cazuri în țări europene.De exemplu, în data de 26 februarie, când în România era un singur caz, în Austria erau două cazuri, în Spania erau două cazuri. Comparativ, în data de ieri (14 martie ), în România erau 123 de cazuri, în Austria erau înregistrate peste 500 de cazuri, iar în Spania erau înregistrate 4.221 de cazuri.”", DECLARAȚII Coronavirus,Trunchiat,2,",, In this sense, it is enough to see the data on the evolution of the number of cases in European countries. For example, on February 26, when there was only one case in Romania, there were two cases in Austria, there were two cases in Spain. In comparison, yesterday (March 14), there were 123 cases in Romania, over 500 cases were registered in Austria, and 4,221 cases were registered in Spain. ” ",big,Coronavirus,no
238, Klaus Iohannis,„În Europa practic nu se mai poate circula.”, DECLARAȚII Coronavirus,Parțial Adevărat,1,"""It is practically impossible to travel in Europe."" ",small,Coronavirus,no
239, Siegfried Mureșan,"„(...) În România, fiecare persoană suspectă de COVID-19 este testată, iar fiecare persoană depistată pozitiv este testată din nou și știm exact când se însănătoșește. În alte țări europene, acest lucru nu se întâmplă. Persoanele îmbolnăvite nu sunt testate din nou, lucru dovedit de numărul mic de vindecați înregistrat, comparativ cu numărul de îmbolnăviri. În România, fiecare pacient suspect de COVID-19 sau contact al unei persoane infestate cu COVID-19 este testat. După ce se dovedește a fi pozitiv, este internat la un spital de boli infecțioase. Apoi, este testat din nou. De aceea, avem o evidență foarte clară a persoanelor îmbolnăvite și a persoanelor însănătoșite.""", DECLARAȚII Coronavirus,Fals,3,"""(...) In Romania, every person suspected of COVID-19 is tested, and every person found positive is tested again and we know exactly when he recovers. In other European countries, this is not the case. Sick people are not tested again, as evidenced by the small number of registered cures compared to the number of illnesses. In Romania, every patient suspected of COVID-19 or contact with a person infected with COVID-19 is tested. After proving to be positive, he is hospitalized for an infectious disease hospital. Then it is tested again. That is why we have a very clear record of the sick and the healthy. "" ",big,Coronavirus,yes
240, Siegfried Mureșan,"„Odată ce s-au atins 100 de cazuri într-o țară, tendința este ca, după 7 zile, să se ajungă deja la 1.000 de cazuri.""", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""Once 100 cases have been reached in a country, the tendency is to reach 1,000 cases in 7 days."" ",small,Coronavirus,no
241, Virgil Popescu,„În România nu mai produce nimeni biocide (...)”, DECLARAȚII Coronavirus,Fals,3,"""In Romania no one produces biocides (...)"" ",small,Coronavirus,no
242, Raluca Turcan,"„În fața pericolului bolii, suntem toți la fel, urmăm aceleași reguli. Facem acum testul, așteptăm aici rezultatul, prevenim răspândirea virusului.”", DECLARAȚII Coronavirus,Fals,3,"""In the face of the danger of disease, we are all the same, we follow the same rules. We are doing the test now, we are waiting for the result here, we are preventing the virus from spreading. ” ",small,Coronavirus,yes
243, Aurelian Bădulescu,"„Eu pot lua din bugetul Municipiului București, dar nu am voie pentru că nu este activată Ordonanța 21, și anume starea de alertă, care este antecamera stării de urgență, pentru ca eu să pot umbla în buget. Altfel, eu nu pot umbla în buget decât pentru capitolele bugetare pe care le-am aprobat.”", DECLARAȚII Coronavirus,Trunchiat,2,"""I can take from the budget of the Municipality of Bucharest, but I am not allowed because Ordinance 21 is not activated, namely the alert state, which is the antechamber of the state of emergency, so that I can walk in the budget. Otherwise, I can only go through the budget for the budget chapters that I have approved. "" ",big,Coronavirus,no
244, Florina Presadă,"„Orice angajator poate da o decizie prin care angajații să poată lucra de acasă pe perioada necesară siguranței lor. O spune clar Codul Muncii (art. 48) și o confirmă Ministerul Muncii. În situații precum cea de față, nu e nevoie de miile de acte adiționale prevăzută de Legea privind telemunca.”", DECLARAȚII Coronavirus,Adevărat,0,"""Any employer can make a decision by which employees can work from home for the time necessary for their safety. The Labor Code clearly states this (art. 48) and is confirmed by the Ministry of Labor. In situations like this, there is no need for thousands of additional documents provided by the Law on Telework. "" ",big,Coronavirus,yes
246, Vlad Voiculescu,"„(...) Persoanele trecute de 50 de ani au cel mai mare risc de deces dacă se infectează cu noul Coronavirus. Părinții și bunicii noștri sunt cei mai vulnerabili, alături de cei cu diverse afecțiuni (diabet, boli pulmonare, hipertensiune, afecțiuni cardiovasculare, cancer).”", DECLARAȚII Coronavirus,Adevărat,0,"""(...) People over the age of 50 have the highest risk of death if they become infected with the new Coronavirus. Our parents and grandparents are the most vulnerable, along with those with various diseases (diabetes, lung disease, hypertension, cardiovascular disease, cancer). ” ",big,Coronavirus,yes
