,source,text,type,category,label,English,text_size,subject,contains_name
314, Klaus Iohannis,"„(...) am trimis legile justiției la CCR, la Parlament, am cerut un punct de vedere al Comisiei de la Veneția. (...) Sigur, am fost obligat să le promulg într-o formă, pentru că mi se terminaseră prerogativele constituționale. Dar vom repara ce a mai rămas de reparat.”", DECLARAȚII Prezidentiale,Adevărat,0,"""(...) I sent the laws of justice to the RCC, to the Parliament, I asked for a point of view of the Venice Commission. (...) Of course, I was forced to promulgate them in a form, because my constitutional prerogatives were over. But we will repair what remains to be repaired. "" ",big,Politica,yes
316, Viorica Dăncilă,"„Atunci când Klaus Iohannis l-a avut contracandidat pe Victor Ponta, acesta s-a ales cu dosare penale. Acum, pentru Dan Barna vedem aceleași lucruri pentru că Klaus Iohannis a crezut că Dan Barna va intra în turul doi. Poate toate acestea erau întâmplătoare, dar văd acum de la portavocea lui Iohannis că și Viorica Dăncilă trebuie să meargă în fața procurorilor, și Viorica Dăncilă trebuie să aibă dosar penal”.", DECLARAȚII Prezidentiale,Fals,3,"""When Klaus Iohannis had Victor Ponta as his opponent, he was charged with criminal cases. Now, for Dan Barna we see the same things because Klaus Iohannis thought that Dan Barna will enter the second round. Maybe all this was accidental, but I see now from Iohannis' spokesperson that Viorica Dăncilă must also go before the prosecutors, and Viorica Dăncilă must have a criminal file ”. ",big,Politica,yes
317, Viorica Dăncilă,"„Angela Merkel, în toate deplasările și în toate întâlnirile pe care le are cu președinții sau șefii de guvern ai altor state, vorbește în limba germană”", DECLARAȚII Prezidentiale,Fals,3,"""Angela Merkel, in all her travels and in all her meetings with the presidents or heads of government of other states, speaks German."" ",small,Politica,yes
318, Klaus Iohannis,Legea Educației Naționale a fost modificată de 64 de ori., DECLARAȚII Prezidentiale,Trunchiat,2,The National Education Law has been amended 64 times. ,small,Politica,yes
319, Viorica Dăncilă,"„Nu eu l-am angajat pe fiul meu la Curtea de Conturi, a fost angajat înainte să devin premier. Să nu mai legăm activitatea copiilor de părinți”.", DECLARAȚII Prezidentiale,Trunchiat,2,"""I did not hire my son at the Court of Accounts, he was hired before I became prime minister. Let's not link the children's activity to their parents "". ",small,Politica,yes
320, Viorica Dăncilă,„Am realizat 80% din Programul de guvernare”., DECLARAȚII Prezidentiale,Fals,3,"""We have achieved 80% of the Government Program."" ",small,Politica,no
321, Klaus Iohannis,"„Eu cred că România poate progresa semnificativ printr-o mai bună utilizare a fondurilor europene destinate agriculturii, din care a atras până acum doar puțin peste jumătate.”", DECLARAȚII Prezidentiale,Adevărat,0,"""I believe that Romania can make significant progress through better use of European funds for agriculture, of which it has so far attracted just over half."" ",small,Politica,no
322, Theodor Paleologu,"„performanță în administrația publică asigurată de digitalizare, depolitizare și mobilitate bazată pe meritocrație”", DECLARAȚII Prezidentiale,În afara mandatului,3,"""Performance in public administration ensured by digitization, depoliticization and mobility based on meritocracy"" ",small,Politica,no
323, Viorica Dăncilă,"„Unul dintre proiectele prioritare pe care le voi propune consultării publice este un recensământ detaliat al românilor care trăiesc în afara granițelor, incluzând cei peste jumătate de milion de copii născuți în străinătate. (...)”", DECLARAȚII Prezidentiale,În afara mandatului,3,"""One of the priority projects I will propose for public consultation is a detailed census of Romanians living abroad, including the more than half a million children born abroad. (...) ” ",small,Politica,yes
325, Theodor Paleologu,"„Economie performantă asigurată de ﬁscalitate redusă, ﬂexibilitate și sprijin pe criterii meritocratice pentru inițiative antreprenoriale”. ", DECLARAȚII Prezidentiale,Numai cu sprijin instituțional,1,"""A successful economy ensured by low scalability, flexibility and support on meritocratic criteria for entrepreneurial initiatives"". ",small,Politica,no
326, Viorica Dăncilă,"„Voi propune Parlamentului principiile unei legislații integratoare pentru siguranța cetățeanului, incluzând soluții pentru siguranța copiilor, siguranța femeilor, siguranța rutieră, combaterea rețelelor de crimă organizată.”", DECLARAȚII Prezidentiale,Numai cu sprijin instituțional,1,"""I will propose to Parliament the principles of inclusive legislation for the safety of the citizen, including solutions for the safety of children, the safety of women, road safety, the fight against organized crime networks."" ",small,Politica,yes
327, Klaus Iohannis,„România normală înseamnă investiţii în creşe şi grădiniţe cu program prelungit (...)”, DECLARAȚII Prezidentiale,În afara mandatului,3,"""Normal Romania means investments in nurseries and kindergartens with extended program (...)"" ",small,Politica,no
328, Theodor Paleologu,"„Îmi propun să mă lupt pentru modificarea Constituției, pentru armonizarea celui mai important act statal cu vremurile actuale.”", DECLARAȚII Prezidentiale,Numai cu sprijin instituțional,1,"""I intend to fight for the amendment of the Constitution, for the harmonization of the most important state act with the current times."" ",small,Politica,no
330, Mircea Diaconu,"„Problemele de mediu transcend mandatelor guvernamentale și granițelor fizice ale statelor, de rezolvarea lor la nivel global depinzând sănătatea și chiar viitorul omenirii. Din acest motiv, problemele de mediu sunt un domeniu care-l privesc direct pe președintele României. Propun următoarele linii de acțiune:[…]Modernizarea Sistemului automat de Urmărire a Materialelor Lemnoase (SUMAL)”", DECLARAȚII Prezidentiale,În afara mandatului,3,"""Environmental issues transcend government mandates and the physical borders of states, their global solution depending on the health and even the future of humanity. For this reason, environmental issues are an area that directly concerns the President of Romania. I propose the following lines of action: […] Modernization of the Automatic Wood Tracking System (SUMAL) ” ",big,Politica,yes
331, Dan Barna,"„România are nevoie de spitale noi, cele promise, dar niciodată realizate: 3 spitale regionale construite și dotate corespunzător la Cluj, Iași și Craiova până la finalul mandatului meu de președinte.”", DECLARAȚII Prezidentiale,În afara mandatului,3,"""Romania needs new hospitals, the ones promised, but never realized: 3 regional hospitals built and properly equipped in Cluj, Iași and Craiova until the end of my term as president."" ",small,Politica,no
332, Dan Barna,"„Voi iniția un grup de lucru pentru o nouă lege a sănătății, care va implica toți actorii relevanți ai sistemului: reprezentanți ai pacienților și ai organizațiilor societății civile cu activitate în domeniul sanitar, reprezentanți ai universităților de medicină și ai departamentelor de sănătate publică, experți în economie și politici de sănătate, reprezentanți ai medicilor de familie, ai asistentelor medicale și moașelor, ai managementului din sistemul medical public și privat.""", DECLARAȚII Prezidentiale,Numai cu sprijin instituțional,1,"""I will initiate a working group for a new health law, which will involve all relevant actors in the system: representatives of patients and civil society organizations working in the field of health, representatives of medical universities and public health departments, experts in economics and health policy, representatives of family doctors, nurses and midwives, management in the public and private medical system. "" ",big,Politica,yes
335, Ludovic Orban,"„Ne pregătim de boicot, dar le amintesc PSD-iștilor că există o decizie a CCR potrivit căreia nu e nevoie de cvorum la audierile miniștrilor din comisii.”", DECLARAȚII Politica,Adevărat,0,"""We are preparing for a boycott, but I remind the PSD members that there is a decision of the CCR according to which there is no need for a quorum at the hearings of the commission ministers."" ",small,Politica,yes
337, Eugen Tomac,"„CCR a spus foarte clar în 2012 că alegerile parlamentare nu pot fi comasate cu alegerile locale, pentru că ar fi induși în eroare cetățenii. Prin urmare, nu cred că alegerile anticipate pot avea loc în România.”", DECLARAȚII Electoral,Adevărat,0,"""CCR said very clearly in 2012 that parliamentary elections cannot be merged with local elections, because they would mislead citizens. Therefore, I do not believe that early elections can take place in Romania. "" ",big,Politica,yes
339, Dan Barna,"„În ultimii 30 de ani am avut 20 miniștri ai Educației. Aproape un ministru anual, fiecare cu idei noi și o viziune proprie despre cum să arate sistemul de educație.”", DECLARAȚII Prezidentiale,Parțial Adevărat,1,"""In the last 30 years we have had 20 ministers of Education. Almost an annual minister, each with new ideas and his own vision of what the education system should look like. ” ",small,Politica,yes
340, Viorica Dăncilă,"„După câte înțeleg, ministrul Transporturilor are dreptul să se intereseze dacă sunt anumiți pasageri, așa este regulamentul, dar acest lucru nu înseamnă că și-ar permite să țină navele la sol.", DECLARAȚII Prezidentiale,Fals,3,"""As far as I understand, the Minister of Transport has the right to inquire if there are certain passengers, this is the regulation, but this does not mean that he would allow himself to keep the ships on the ground. ",small,Politica,yes
341, Cristina Prună,"„UDMR nu face mare lucru pentru comunitatea maghiară și, în schimb, vrea să rămână branșat la banii publici. A primit 26 milioane de lei subvenție de la stat numai în 2018! ”", DECLARAȚII Politica,Adevărat,0,"""UDMR does not do much for the Hungarian community and, instead, wants to stay connected to public money. He received a 26 million lei subsidy from the state in 2018 alone! ” ",small,Politica,yes
343, Theodor Paleologu,"„Sunt întregi instituții de învățământ, care nu fac altceva decât să promoveze plagiatul, cum este Academia de Poliție, o adevărată industrie de teze plagiate - 75% din câte am înțeles dintr-un raport al Corpului de Control al Ministerului de Interne.”", DECLARAȚII Prezidentiale,Adevărat,0,"""There are entire educational institutions that do nothing but promote plagiarism, such as the Police Academy, a veritable industry of plagiarism theses - 75% of what I understood from a report by the Control Corps of the Ministry of Interior."" ",big,Politica,yes
354, Ramona Ioana Bruynseels,"„Constituția nu le oferă politicienilor o astfel de imunitate, ci ei și-au luat-o singuri, cu bună știință, prin votarea Regulamentului de funcționare a Senatului și Camerei Deputaților.”", DECLARAȚII Electoral,Fals,3,"""The constitution does not give politicians such immunity, but they took it upon themselves, knowingly, by voting on the Rules of Procedure of the Senate and the Chamber of Deputies."" ",small,Politica,yes
361, Ludovic Orban,"„Dăncilă trebuie să câştige mai întâi alegerile în oraşul Videle, unde a mai candidat şi a pierdut lamentabil, şi apoi să mai încerce la o altă funcţie în stat.”", DECLARAȚII Electoral,Adevărat,0,"""Dăncilă must first win the elections in the city of Videle, where she ran and lost lamentably, and then try another position in the state."" ",small,Politica,yes
380, Maria Grapini,"„Nu sunt de acord ca, prin declarații sau rapoarte insuficient documentate, țara noastră să fie ținută în șah! Intrarea în Schengen și ridicarea MCV trebuie rezolvate pentru că merităm asta, nu pentru că acceptăm mici sau mari cedări de legislație! Este tot o chestiune de suveranitate!” ", DECLARAȚII Politica,Trunchiat,2,"""I do not agree that, through insufficiently documented statements or reports, our country should be kept in check! Entry into Schengen and lifting the MCV must be resolved because we deserve it, not because we accept small or large concessions! It is also a matter of sovereignty! ” ",big,Politica,yes
382, Ludovic Orban,"„Nu a fost invalidat referendumul lui Klaus Iohannis. Ceea ce a fost considerat neconstituţional azi este proiectul de revizuire a Constituţiei, atât cât şi un proiect al PSD-ALDE...""", DECLARAȚII Politica,Adevărat,0,"""Klaus Iohannis' referendum was not invalidated. What was considered unconstitutional today is the draft revision of the Constitution, as well as a draft of PSD-ALDE ... "" ",small,Politica,yes
388, Carmen Dan,"„Nu Ministerul Afacerilor Interne stabilește numărul secțiilor de votare din țară. Acesta este atributul autorităților locale cu avizul Autorității Electorale Permanente. Ministerul Afacerilor Interne nu stabilește numărul de buletine de vot, numărul de ștampile sau cabine de vot, acest atribut îi aparține Autorității Electorale Permanente.”", DECLARAȚII Electoral,Parțial Adevărat,1,"""The Ministry of Internal Affairs does not establish the number of polling stations in the country. This is the attribute of the local authorities with the approval of the Permanent Electoral Authority. The Ministry of Internal Affairs does not establish the number of ballot papers, the number of stamps or ballot boxes, this attribute belongs to the Permanent Electoral Authority. ” ",big,Politica,yes
392, Roxana Wring,"„De zeci de ani se fac lucrări la blocurile din București, dar singurele schele care cad aparțin Companiei Municipale Consolidări, una din multele companii înființate ilegal de Gabriela Firea.”", DECLARAȚII Politica,Fals,3,"""For decades, works have been carried out on the blocks of flats in Bucharest, but the only scaffolding that falls belongs to the Municipal Consolidation Company, one of the many companies illegally founded by Gabriela Firea."" ",small,Politica,yes
394, Mihai Fifor,"„În prezent, Estonia este singura ţară din lume care foloseşte, la nivel naţional, sistemul de vot electronic online.""", DECLARAȚII Electoral,Adevărat,0,"""Currently, Estonia is the only country in the world that uses the online electronic voting system at the national level."" ",small,Politica,no
401, Iulian Bulai,„[...] la audieri nu e nevoie de cvorum - fiindcă nu se iau decizii.”, DECLARAȚII Politica,Adevărat,0,"""[...] no quorum is needed at hearings - because no decisions are made."" ",small,Politica,no
450, Liviu Dragnea,"„Noi la Senat, PSD și ALDE, avem în plus 13. Deci pe plenul reunit, avem 20-30 de voturi în plus.”", DECLARAȚII Politica,Parțial Adevărat,1,"""We in the Senate, PSD and ALDE, have an extra 13. So on the reunited plenary, we have 20-30 extra votes."" ",small,Politica,yes
452, Ludovic Orban,"„Au ajuns să fie atât de nesimţiţi încât să spună că până şi alocaţiile pentru copii au fost majorate de ei, în condiţiile în care toţi parlamentarii PSD şi ALDE au votat împotriva amendamentului PNL de creştere a alocaţiilor.”", DECLARAȚII Politica,Parțial Adevărat,1,"""They became so insensitive as to say that even the child allowances were increased by them, given that all PSD and ALDE parliamentarians voted against the PNL amendment to increase the allowances."" ",big,Politica,yes
458, Victor Ponta,„Conducerea PSD primește de la Bugetul de Stat (din taxele și impozitele românilor) aproape 200.000 EURO/zi !!! (am scris corect - pe zi!).”, DECLARAȚII Politica,Fals,3,"„The PSD leadership receives from the State Budget (from Romanians' taxes) almost 200,000 EURO / day !!! (I wrote correctly - a day!) "" ",small,Politica,yes
460, Eugen Nicolicea,"„Strâng semnături pentru fără penali în funcţii publice şi când te uiţi în text constaţi că nu este vorba de toate funcţiile publice, ci doar de două, trei categorii de funcţii: deputaţi, senatori, preşedintele României, deci funcţii alese.”", DECLARAȚII Politica,Parțial Adevărat,1,"""I collect signatures for no criminals in public office and when you look at the text you find that it is not about all public positions, but only two, three categories of positions: deputies, senators, the president of Romania, so elected positions."" ",big,Politica,yes
464, Lia Olguța Vasilescu,"„Klaus Iohannis spune ca primul lucru pe care l-a făcut guvernarea PSD-ALDE a fost să se ocupe de Justiţie, ca să îi scape pe corupţi. Fals! Prima ordonanţă de urgenţă dată de guvernul din 2017, după OUG 1/2017 care se referea la reorganizarea ministerelor, este OUG 2.”", DECLARAȚII Politica,Trunchiat,2,"""Klaus Iohannis says that the first thing the PSD-ALDE government did was to deal with Justice, in order to get rid of the corrupt. Fake! The first emergency ordinance issued by the government in 2017, after GEO 1/2017, which referred to the reorganization of ministries, is GEO 2. ” ",big,Politica,yes
469, Klaus Iohannis,„Golăneala Guvernului PSD de astăzi a depășit orice limită. Nu trec nici măcar trei zile fără să dea o Ordonanță într-un domeniu sau altul.”, DECLARAȚII Politica,Parțial Adevărat,1,"""Today's PSD government's mess has exceeded any limit. Not even three days pass without issuing an Ordinance in one field or another. ” ",small,Politica,no
470, Raluca Turcan,„Siegfried Mureșan este primul negociator-șef român pentru bugetul Uniunii Europene de 160 miliarde de Euro pentru perioada 2021 – 2027.”, DECLARAȚII Politica,Parțial Fals,2,"""Siegfried Mureșan is the first Romanian chief negotiator for the European Union budget of 160 billion Euros for the period 2021 - 2027."" ",small,Politica,no
480, Dacian Cioloș,"„Dacă ne facem un calcul cine a fost la guvernare din 1990, cam 70% a fost PSD.”", DECLARAȚII Politica,Parțial Adevărat,1,"""If we calculate who has been in power since 1990, about 70% was PSD."" ",small,Politica,yes
481, Raluca Prună,"„Apelul la statistici din Occident unde din ce în ce mai mulți oameni ar renunța la proprietate este de neidentificat în vreo statistică. Țara pe care Oana Bogdan și cu mine o cunoaștem bine, fals invocată ca exemplu de schimbare de paradigma asupra proprietații, este una în care procentul de proprietari a crescut mereu în ultimii ani. Peste 70% din belgieni sunt proprietari”", DECLARAȚII Politica,Parțial Fals,2,"""The appeal to statistics in the West where more and more people would give up ownership is unidentifiable in any statistics. The country that Oana Bogdan and I know well, falsely invoked as an example of a paradigm shift on property, is one in which the percentage of owners has always increased in recent years. Over 70% of Belgians own them "" ",big,Politica,yes
482, Dan Barna,"„În momentul de faţă, aparenţa, ca să nu vorbesc de o certitudine, este că Liviu Dragnea nu mai are majoritate la Camera Deputaţilor.”", DECLARAȚII Politica,Adevărat,0,"""At the moment, the appearance, not to mention a certainty, is that Liviu Dragnea no longer has a majority in the Chamber of Deputies."" ",small,Politica,yes
487, Florin Câțu,„Eugen Teodorovici [...] ești primul ministru din istoria României căruia i se întoarce bugetul de Președinte și CCR.” , DECLARAȚII Politica,Adevărat,0,"""Eugen Teodorovici [...] you are the prime minister in the history of Romania to whom the budget of the President and the RCC is returned."" ",small,Politica,yes
489, Liviu Dragnea,"„Nu se poate, de 10 ani de zile tot le creşte bugetul. Dar ce fac, frate?”", DECLARAȚII Politica,Parțial Fals,2,"""It is not possible, for 10 years they have been increasing their budget. But what do I do, brother? ” ",small,Politica,no
501, Viorica Dăncilă,"• „Am suplimentat bugetul investițiilor cu 15,7 miliarde de lei față de anul trecut.” • „Avem cea mai mare creștere din toate timpurile la bugetul educației - un plus de peste 10 miliarde față de anul 2018.” • „Anul trecut am avut o creștere economică de 3 ori mai mare decât media europeană.” • „Veniturile la bugetul de stat au ajuns la cel mai mare nivel din toate timpurile.”", DECLARAȚII Politica,Fals,3,"• ""We supplemented the investment budget by 15.7 billion lei compared to last year."" • ""We have the largest increase of all time in the education budget - an increase of over 10 billion compared to 2018."" • ""Last year we had an economic growth 3 times higher than the European average."" • ""State budget revenues have reached an all-time high."" ",big,Politica,no
503, Victor Ponta,"„Sunt prea subiectiv să mă întrebaţi pe mine. Nu mă întrebaţi ce ar trebui să facă alţii. Puteţi să mă întrebaţi ce am făcut eu. Când eu am fost acuzat de ceva, m-am retras din funcţie, judecătorii m-au achitat, pot să fac din nou.”", DECLARAȚII Politica,Parțial Fals,2,"""It simply came to our notice then. Don't ask me what others should do. You can ask me what I did. When I was accused of something, I retired, the judges acquitted me, I can do it again. "" ",big,Politica,yes
505, Emilian Pavel,"„Aș vrea să fie clar. Klaus Iohannis nu mai este președintele României. La ora la care scriu, el este de ceva vreme candidatul PNL la funcția de președinte, şi total pe lângă Constituție, președintele de facto al PNL”.", DECLARAȚII Politica,Parțial Fals,2,"""I would like to be clear. Klaus Iohannis is no longer the president of Romania. At the time of writing, he has been the PNL candidate for president for some time, and in addition to the Constitution, the de facto president of the PNL ”. ",big,Politica,yes
507, Lavinia Craioveanu,"""Vreau să vă reamintesc că anul trecut am depus bugetul aşa cum prevede legea, la finalul anului precedent, numai că președintelui Iohannis i-a luat mai bine de o lună şi jumătate până să promulge acelaşi buget. Prin urmare, nu-mi amintesc anul trecut să fi fost aşa mare scandal şi problemă legată de această întârziere. [...] Anul trecut, Guvernul a depus bugetul în decembrie şi noi l-am votat în Parlament, președintele l-a promulgat în februarie. Asta este o informație care se poate verifica foarte uşor. """, DECLARAȚII Politica,Fals,3,"""I want to remind you that last year I submitted the budget as required by law, at the end of the previous year, only it took President Iohannis more than a month and a half to promulgate the same budget. Therefore, I do not remember last year to [...] Last year, the Government tabled the budget in December and we voted for it in Parliament, the President promulgated it in February.This is very verifiable information. Easy. "" ",big,Politica,yes
513, Ludovic Orban,"""Avem o viziune de eficientizare a administraţiei. ️În nicio ţară europeană nu există 28 de miniştri cum există în Guvernul actual. Formula noastră de Guvern conţine 16 miniştri.""", DECLARAȚII Politica,Adevărat,0,"""We have a vision of streamlining the administration. ️In no European country are there 28 ministers as there are in the current Government. Our Government formula contains 16 ministers."" ",small,Politica,yes
515, Florin Câțu,"În 29 de ani, doar în perioade de criza bugetul a fost intarziat. In toti anii cand economia mergea bine, bugetul era a aprobat cel mai tarziu la sfarsitul lunii decembrie. [...] Nenorocirea acestei tari este ca oamenii astia au marit serviciul datoriei publice, in DOAR 2 ani, astfel: in 2018 cu 2 miliarde euro, in 2019 cu 3.5 miliarde euro.", DECLARAȚII Politica,Parțial Fals,2,"In 29 years, only in times of crisis the budget was delayed. In all the years when the economy was doing well, the budget was approved at the end of December at the latest. [...] The misfortune of this country is that these people have increased the public debt service in ONLY 2 years, as follows: in 2018 by 2 billion euros, in 2019 by 3.5 billion euros. ",big,Politica,yes
518, Ludovic Orban,"„Mi se pare o prostie fără margini. Există o Constituţie a României. Preşedintele participă la şedinţele de Guvern la care se dezbat chestiuni legate de apărare, de siguranţă naţională, de politică externă, conducând şedinţele la care participă. Sigur, dacă sunt puncte pe aceste competenţe constituţionale conferite de Constituţie, preşedintele poate să participe la şedinţele de Guvern şi sunt convins că o va face, dar nici nu poate să se ducă în fiecare zi de şedinţă de Guvern, să ciocănească la uşa Guvernului şi să intre peste membrii Guvernului. Asta mi se pare chiar o propunere destul de ciudată şi de stranie”", DECLARAȚII Politica,Parțial Fals,2,"""It simply came to our notice then. There is a Constitution of Romania. The President participates in Government meetings in which issues related to defense, national security, foreign policy are debated, leading the meetings in which he participates. Of course, if there are points on these constitutional powers conferred by the Constitution, the President can attend Government meetings and I am convinced that he will do so, but neither can he go every day of the Government meeting, knock on the Government door and to enter over the members of the Government. This seems to me a rather strange and strange proposal. "" ",big,Politica,yes
521, Viorica Dăncilă,"„În România există dreptul de opinie, dreptul la expresie dar în același timp avem un regulament european de protecție a datelor. Dacă sunt încălcate drepturile acestea, dacă e încălcată viața privată, dacă sunt folosite date personale, fiecare, indiferent de unde vine, indiferent cine este, trebuie sancționat în conformitate cu normele europene. Atâta timp cât avem un regulament european, el nu este opțional, e obligatoriu și în România a fost aplicat acest regulament”. ", DECLARAȚII Politica,Parțial Fals,2,"""In Romania there is the right of opinion, the right to expression, but at the same time we have a European data protection regulation. If these rights are violated, if privacy is violated, if personal data is used, everyone, no matter where they come from, no matter who they are, must be sanctioned in accordance with European rules. As long as we have a European regulation, it is not optional, it is mandatory and in Romania this regulation has been applied ”. ",big,Politica,yes
522, Tudorel Toader,"„[...] de ce nu vă duceți în Statele Unite, unde procurorul general a fost demis pe loc, sau în Germania? La noi tragem proceduri, spunem că nu există nimic.” ", DECLARAȚII Politica,Fals,3,"""[...] why don't you go to the United States, where the attorney general was fired on the spot, or to Germany? We have procedures in place, we say there is nothing. "" ",small,Politica,yes
523, Klaus Iohannis,"N-o să vă vină să credeți, sunt 70 de politicieni care au fost sau sunt miniștri în aceste guverne în nici 2 ani. Așa nu se poate guverna.", DECLARAȚII Politica,Parțial Adevărat,1,"You will not believe, there are 70 politicians who have been or are ministers in these governments in less than 2 years. This is not the way to govern. ",small,Politica,yes
524, Lia Olguța Vasilescu,"„În ceea ce privește Ministerul Muncii, vreau să vă spun că în proporție de 97% sunt realizate măsurile prevăzute în Programul de guvernare”", DECLARAȚII Politica,Fals,3,"""Regarding the Ministry of Labor, I want to tell you that 97% of the measures provided in the Government Program are implemented"" ",small,Politica,yes
531, Eugen Tomac,"Avocatul poporului nu a contestat niciodată nicio ordonanţă de urgentă a Guvernului. Nici când a fost vorba de interpretări abuzive în domeniul justiţiei, nici când a fost vorba de ordonanţa 13, nici când a fost vorba de drepturi exagerate, neconstituţionale, pentru minoritatea maghiară.", DECLARAȚII Politica,Parțial Adevărat,1,"The ombudsman has never challenged any government emergency order. Neither when it came to abusive interpretations in the field of justice, nor when it came to Ordinance 13, nor when it came to exaggerated, unconstitutional rights for the Hungarian minority. ",big,Politica,yes
533, Liviu Dragnea,"Toţi ştim că sunt milioane de români în afara ţării şi care au drept de vot, dar acest cvorum, ideea de cvorum - că este 30%, 50% - se dovedeşte încă o dată că diminuează sau inhibă prezenţa la vot dintr-un motiv foarte simplu: cei care sunt împotriva întrebării, indiferent care ar fi aceea, au la îndemână un mijloc care este pedepsit de lege, dar nimeni nu îl aplică, şi anume boicotul referendumului respectiv.", DECLARAȚII Politica,Fals,3,"We all know that there are millions of Romanians outside the country who have the right to vote, but this quorum, the idea of a quorum - that it is 30%, 50% - proves once again that it diminishes or inhibits the presence to vote for a very reason. simple: those who are against the question, whatever that may be, have at their disposal a means which is punishable by law, but no one applies it, namely the boycott of that referendum. ",big,Politica,no
541, Liviu Dragnea,„Pe oameni îi sperie că există țări în care s-a legalizat căsătoria dintre un om și un animal”., DECLARAȚII Politica,Fals,3,"""People are scared that there are countries where marriage between a man and an animal has been legalized."" ",small,Politica,yes
542, Călin Popescu Tăriceanu,"[...] nicăieri, nicio țară din Europa, nu se admit manifestații în preajma clădirilor statului, cum a fost cazul la noi, aviz amatorilor pe mai departe. [...]", DECLARAȚII Politica,Fals,3,"[...] nowhere, no country in Europe, demonstrations are allowed near the state buildings, as was the case here, opinion of amateurs further. [...] ",small,Politica,no
545, Ioan Mircea Pașcu,"„Felicitari, dle Cioloș, deci, deși erați informat oficial încă din Iunie 2016, nu ați intreprins absolut nimic, pana la “luarea de poziție” referitoare la “incompetenta” actualului guvern!?”", DECLARAȚII Politica,Fals,3,"""Congratulations, Mr. Cioloș, so, although you were officially informed since June 2016, did you do absolutely nothing, until the"" taking of a position ""regarding the"" incompetence ""of the current government !?"" ",small,Politica,yes
546, Maria Grapini,"Ca să se ajungă la o decizie de dezbatere în plen şi rezoluţie pentru România, trebuie mai întâi să treacă prin Comisia LIBE (Comisia pentru libertăţi civile, justiţie şi afaceri interne – n.r.). (...) Deci în plenară se ajunge, conform regulamentului, după ce în Comisia LIBE se aduc argumente de o parte şi de alta la subiectul respectiv şi Comisia decide dacă este de competenţa deja de plenară. Deci nu ştiu de ce a avansat acest lucru, pentru că nu cred că ştie domnul Mureşan (Siegfried Mureşan, europarlamentar PNL – n.r.) ce se va decide în Comisia LIBE din care dumnealui nu face parte.", DECLARAȚII Politica,Fals,3,"In order to reach a decision of debate in plenary and resolution for Romania, it must first go through the LIBE Commission (Commission for Civil Liberties, Justice and Home Affairs - n.r.). (...) So the plenary is reached, according to the regulation, after the LIBE Committee raises arguments on both sides on the subject and the Commission decides whether it is already within the competence of the plenary. So I don't know why he advanced this, because I don't think that Mr. Mureşan (Siegfried Mureşan, PNL MEP - n.r.) knows what will be decided in the LIBE Commission of which he is not part. ",big,Politica,yes
547, Nicu Fălcoi,"Chiar nu e nevoie neapărat să se înființeze o noua comisie. Comisiile de Apărare din cele două camere au în atribuțiile lor supravegherea instituțiilor de forță ale statului. În Comisia de Apărare din Senat vom încerca din nou să-i aducem pe cei trei protagoniști din 10 august: ministrul, prefectul și comandantul dispozitivului.", DECLARAȚII Politica,Adevărat,0,"There really is no need to set up a new commission. The Defense Commissions of the two chambers have in their attributions the supervision of the state law enforcement institutions. In the Senate Defense Committee we will try again to bring the three protagonists from August 10: the minister, the prefect and the commander of the device. ",big,Politica,yes
553, Liviu Pop,"[Presedintele Klaus Iohannis] face o acuzație ipocrită din perspectiva zilei de 23 august și în perspectiva fostei „demnități” a domniei sale, aceea de președinte al unui continuator al Grupului... organizația nazistă.. Forumul. A condus Forumul German, care a fost continuatorul acelui Grup care a fost condamnat public față de...Unei entități naziste, asta o spun nu eu, o spun alții.", DECLARAȚII Politica,Parțial Fals,2,"[President Klaus Iohannis] makes a hypocritical accusation from the perspective of August 23 and from the perspective of his former “dignity”, that of chairman of a successor to the Group ... the Nazi organization .. the Forum. He led the German Forum, which was the successor of that Group that was publicly condemned for ... A Nazi entity, that's what I say, not others. ",big,Politica,yes
554, Ludovic Orban,"Am inițiat o serie de demersuri, convocarea unei Sesiuni Extraordinare, un lucru care a fost inițiat regulamentar, iar Președintele Camerei Deputaților Liviu Dragnea, în mod nejustificat a refuzat organizarea sesiunii extraordinare, un atribut al președintelui Camerei Deputaților, iar refuzul de convocare este fără precedent pentru cei 28 de ani de democrație.", DECLARAȚII Politica,Fals,3,"We initiated a series of steps, the convening of an Extraordinary Session, something that was initiated regularly, and the President of the Chamber of Deputies Liviu Dragnea unjustifiably refused to organize the extraordinary session, an attribute of the President of the Chamber of Deputies, and the refusal to convene is unprecedented for the 28 years of democracy. ",big,Politica,yes
555, Guvernul RomÃ¢niei,"Refuzul presedintelui Romaniei de a convoca de urgenta CSAT pentru avizarea proiectului rectificarii bugetare poate periclita nu doar veniturile categoriilor cele mai vulnerabile, adica pensionarii, mamele si copiii, ci si accesul pacientilor la serviciile medicale", DECLARAȚII Politica,Fals,3,"The refusal of the Romanian president to urgently convene the CSAT for approving the budget rectification project may endanger not only the incomes of the most vulnerable categories, ie retirees, mothers and children, but also patients' access to medical services. ",big,Politica,no
