,Unnamed: 0,source,location,text,detective,category,label
1478,929,Seth Magaziner,"stated on April 13, 2014 in an appearance on “10 News Conference”:","""In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.""","By C. Eugene Emery Jr. • April 21, 2014",true,0
1479,1739,Sherrod Brown,"stated on March 3, 2011 in a speech in the Senate:","""Hitler didn't want unions. Stalin didn't want unions. Mubarak didn't want independent unions. These autocrats in history don't want independent unions.""","By Tom Feran • March 8, 2011",true,0
1480,1981,Michael Steele,"stated on May 23, 2010 in an interview on ABC's This Week:","The Republican Party ""fought very hard in the '60s to get the civil rights bill passed, as well as the voting rights bill.""","By Louis Jacobson • May 25, 2010",true,0
1481,1190,Chris Christie,"stated on January 8, 2013 in State of the State address:","""In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.""","By Caryn Shinske • January 20, 2013",true,0
1482,2189,Campaign to Defend America,"stated on March 5, 2008 in a television ad:","John McCain and George Bush have ""absolutely no plan for universal health care.""","By Angie Drobnic Holan • March 17, 2008",true,0
1483,1732,Paul Krugman,"stated on February 28, 2011 in an op-ed column.:",Says taxes paid by the poorest residents of Texas are above the national average.,"By W. Gardner Selby • March 14, 2011",true,0
1484,1616,David Pennington,"stated on August 15, 2011 in a press conference:","The proposed transportation bill ""could be the largest tax increase in Georgia history.""","By Eric Stirgus • August 22, 2011",true,0
1485,378,The Coalition for Public Schools,"stated on January 23, 2017 in an emailed press release:","""Texas legislators have filed voucher proposals in every legislative session since 1995, but all of them have failed to become law.""","By Fauzeya Rahman • March 16, 2017",true,0
1486,1406,Metro Atlanta Voter Education Network,"stated on April 2, 2012:","""[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.""","By Willoughby Mariano • April 13, 2012",true,0
1487,486,Lisa Moore,"stated on August 7, 2016 in an interview for NPR's ""All Things Considered"":","Says there are ""concrete examples"" of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.","By Eleanor Dearman • August 26, 2016",true,0
1488,1783,Rick Perry,"stated on January 22, 2011 in a speech:",Says there have been 50 million abortions since Roe v. Wade was decided.,"By Meghan Ashford-Grooms • February 1, 2011",true,0
1489,1128,Rahm Emanuel,"stated on April 2, 2013 in a CNN interview:","Says in Chicago, ""we take more guns off the streets than New York or L.A.""","By Becky Bowers • April 9, 2013",true,0
1490,1977,David Caton,"stated on November 5, 2009 in a mass e-mail:","If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""","By Bill Varian • June 7, 2010",true,0
1491,1710,Mike Villarreal,"stated on April 22, 2011 in a press conference:","""The only segment in the beer market that is growing is the craft beer segment.""","By Ciara O'Rourke • April 6, 2011",true,0
1492,355,Donald Trump,"stated on April 30, 2017 in an interview on CBS:","""General Flynn got his clearance from the Obama administration.""","By Lauren Carroll • May 2, 2017",true,0
1493,2231,Mitt Romney,"stated on December 26, 2007 in a press release:","""Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.""","By Adriel Bettelheim • January 3, 2008",true,0
1494,2012,Jon Kyl,"stated on April 11, 2010 in in an interview on ABC News' ""This Week"":","""President Obama himself attempted to filibuster Justice Alito, who now sits on the Supreme Court.""","By Angie Drobnic Holan • April 11, 2010",true,0
1495,138,Ray Cross,"stated on May 26, 2019 in a TV interview:","""Most research shows that (UW salaries) are a little behind, and (in) some areas we're behind more than others.""","By D.L. Davis • June 14, 2019",true,0
1496,1056,Barry Smitherman,"stated on August 5, 2013 in a campaign video:","Says he ""sued Obama’s EPA seven times.""","By Sue Owen • August 21, 2013",true,0
1497,990,Mark Obenshain,"stated on November 27, 2013 in a statement.:","""Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount.""","By Nancy Madsen • December 17, 2013",true,0
1498,1532,Mitt Romney,"stated on November 21, 2011 in an interview with the editorial board of the 'Telegraph.':",Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,"By Jake Berry • December 2, 2011",true,0
1499,743,Rand Paul,"stated on April 18, 2015 in a speech in Nashua, N.H.:","""Hillary Clinton’s State Department sent three comedians to India on the ‘Make Chai, Not War’ tour.""","By Allie Morris • April 24, 2015",true,0
1500,1145,Nancy Pelosi,"stated on March 7, 2013 in a news conference:","""More than 64 percent of minimum-wage earners are women.""","By Molly Moorhead • March 13, 2013",true,0
1501,1635,Barack Obama,"stated on July 25, 2011 in a televised address:","""The deficit was on track to top $1 trillion the year I took office.""","By Robert Farley • July 27, 2011",true,0
1502,1224,Lincoln Chafee,"stated on December 1, 2012 in a newspaper interview:","""The five economic indicators that the federal government tracks - for the first time since August 2006 - were positive this October.""","By John Hill • December 9, 2012",true,0
1503,1126,Caddy McKeown,"stated on April 4, 2013 in a House floor speech:","Says ""A baby in Coos County is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in Oregon or the U.S.""","By Janie Har • April 12, 2013",true,0
1504,377,Arnold Schwarzenegger,"stated on February 23, 2017 in a tweet:","""The average margin of victory in the House of Representatives was 37%"" for Democrats and Republicans in the 2016 election.","By Chris Nichols • March 17, 2017",true,0
1505,873,Cornel West,"stated on August 25, 2014 in an interview on Salon:","Says President Barack Obama released a statement on the ""death of brother Robin Williams before ... a statement on brother Michael Brown.""","By Linda Qiu • August 26, 2014",true,0
1506,533,Hillary Clinton,"stated on June 8, 2016 in an interview on CNN:","""Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.""","By Jon Greenberg • June 15, 2016",true,0
1507,632,Roy Blunt,"stated on September 4, 2015 in at the Missouri State Fair:","""The world food demand is going to double sometime between now and 2070.""","By Sean Nelson • November 30, 2015",true,0
1508,320,Kevin Nicholson,"stated on August 6, 2017 in a TV interview:","""Ronald Reagan was a verified Democrat until his mid-50s.""","By D.L. Davis • September 21, 2017",true,0
1509,1386,Frank Lautenberg,"stated on April 26, 2012 in a speech on the Senate floor:","Says ""in our gun laws we’re allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.""","By Erin O'Neill • May 3, 2012",true,0
1510,1408,John Kasich,"stated on April 2, 2012 in an interview with Fox News:","""Our rainy day fund has gone from 89 cents to $240 million.""","By Tom Feran • April 11, 2012",true,0
1511,259,Dan Patrick,"stated on May 20, 2018 in an interview on ABC News, ""This Week"":","""It’s against the law in Texas to let any loaded gun get in the hands of a child.""","By W. Gardner Selby • May 30, 2018",true,0
1512,1123,Nancy Nathanson,"stated on April 4, 2013 in a House floor speech.:","Says ""a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.""","By Ian K. Kullgren • April 15, 2013",true,0
1513,506,Republican National Committee,"stated on July 25, 2016 in an email to reporters:","Speakers at the Democratic National Convention made ""zero mentions of the global terrorist threat posed by ISIS.""","By Louis Jacobson • July 26, 2016",true,0
1514,1291,Leonard Lance,"stated on September 5, 2012 in an interview on NJToday:","""The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.""","By Bill Wichert • September 12, 2012",true,0
1515,1964,Jeff Chapman,"stated on June 17, 2010 in Jekyll Island gubernatorial debate:",Georgia has “more illegal aliens than the state of Arizona.”,"By Jim Tharpe • June 25, 2010",true,0
1516,1924,George Will,"stated on August 1, 2010 in a roundtable discussion on ABC's ""This Week"":","During the recession, ""the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.""","By Louis Jacobson • August 2, 2010",true,0
1517,1740,Frederica Wilson,"stated on February 27, 2011 in a Washington Post profile:","""We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.""","By Trenton Daniel • March 7, 2011",true,0
1518,243,Roger Williams,"stated on July 19, 2018 in an interview on ""Mornings with Maria"" on the Fox Business Network:","Says he’s ""never voted ‘present’ in the House instead of taking a yes or no position.","By W. Gardner Selby • July 26, 2018",true,0
1519,399,Chad Mayes,"stated on January 17, 2017 in a speech:","California has ""the highest poverty rate in the nation"" when considering the U.S. Census Bureau’s Supplemental Poverty Measure.","By Chris Nichols • January 20, 2017",true,0
1520,758,Jerry Falwell Jr.,"stated on March 23, 2015 in a speech introducing Ted Cruz at Liberty University:","Ted Cruz was ""the longest-serving solicitor general in the history of Texas.""","By Alex Wilts • March 25, 2015",true,0
1521,702,Facebook posts,"stated on June 29, 2015 in social media posts.:","""The House of Representatives just voted 300-131 to remove ‘country-of-origin labeling’ on chicken, pork, and beef sold in the U.S.""","By Linda Qiu • July 2, 2015",true,0
1522,1721,Wayne Christian,"stated on March 15, 2011 in a press release:","Central Health ""is the only hospital district in Texas that spends taxpayer dollars on abortions.""","By • March 26, 2011",true,0
1523,1483,Chris Christie,"stated on January 22, 2012 in an interview on “Meet the Press”:","Says the New York Giants ""train in New Jersey, they play in New Jersey and most of their players live in New Jersey.""","By Erin O'Neill • January 29, 2012",true,0
1524,1694,Adam Putnam,"stated on April 19, 2011 in a posting on Twitter:",Says he couldn't keep a 42-inch redfish he caught because of fishing rules.,"By Aaron Sharockman • April 22, 2011",true,0
1525,1661,Stephen Sweeney,"stated on May 24, 2011 in a press release:","Says that as a gubernatorial candidate, Chris Christie ""promised no school cuts.""","By Erin O'Neill • July 1, 2011",true,0
1526,2058,Barack Obama,"stated on February 2, 2010 in a town meeting in New Hampshire:","Some Republicans who voted against the stimulus ""have been all too happy to claim credit for Recovery Act projects and the jobs those projects have produced. They come to the ribbon cuttings.""","By Louis Jacobson • February 5, 2010",true,0
1527,1244,Steve Lonegan,"stated on October 24, 2012 in an op-ed on the Asbury Park Press' website:","""Sixty percent of New Jersey doctors do not accept Medicaid patients.""","By Bill Wichert • November 14, 2012",true,0
1528,192,Nita Lowey,"stated on January 7, 2019 in a radio interview:","""The facts are, the majority of opioids and all kinds of other things that are connected to the opioids are coming through the point of entry.""","By Jill Terreri Ramos • January 14, 2019",true,0
1529,605,Gina Raimondo,"stated on January 26, 2016 in economic development report:","""Owen in MA vs. Owen in RI … Advantage:Rhode Island.""","By Mark Reynolds • February 7, 2016",true,0
1530,822,Lincoln Chafee,"stated on November 14, 2014 in a newspaper interview:","Rhode Island's legislature is ""the strongest in the country.""","By Katie Mulvaney • November 30, 2014",true,0
1531,1828,Jim Zehringer,"stated on November 16, 2010 in a news conference:","""Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.""","By Joe Guillen • December 9, 2010",true,0
1532,885,Scott Walker,"stated on July 30, 2014 in a tweet:","""Wisconsin is #1 in the Midwest for personal income growth over the year.""","By Dave Umhoefer • August 14, 2014",true,0
1533,1970,John Boehner,"stated on June 13, 2010 in an interview on ABC's ""This Week'':","""The House has never failed to pass a budget in the modern era.""","By Louis Jacobson • June 14, 2010",true,0
1534,1569,Michele Bachmann,"stated on October 18, 2011 in a Republican presidential debate in Las Vegas:","""When we got the income tax in 1913, the top rate was 7 percent. By 1980, the top rate was 70 percent.""","By Louis Jacobson • October 18, 2011",true,0
1535,1188,David Toscano,"stated on January 9, 2013 in a speech.:","Virginia ""spends less per student today than we did in 2008.""","By Nancy Madsen • January 21, 2013",true,0
1536,1434,Robert Jacquard,"stated on March 6, 2012 in a speech:","""There are a lot of casinos across the country that have gone bankrupt.""","By Alex Kuffner • March 15, 2012",true,0
1537,1168,Sherrod Brown,"stated on February 4, 2013 in a news release:","""Three in four low-income workers don’t have any paid sick days available.""","By Tom Feran • February 11, 2013",true,0
1538,1671,Michael Cutler,"stated on June 7, 2011 in an appearance on the ""Helen Glover ShowV:","""A couple of hundred American cities are infested by members of the Mexican cartels.""","By C. Eugene Emery Jr. • June 19, 2011",true,0
1539,2230,Rudy Giuliani,"stated on January 5, 2008 in a debate in Manchester, N.H.:","""Ronald Reagan did amnesty.""","By Michael Van Sickler • January 6, 2008",true,0
1540,2168,John McCain,"stated on May 19, 2008 in Chicago:","""Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.""","By Robert Farley • May 21, 2008",true,0
1541,1147,Nan Orrock,"stated on March 4, 2013 in a speech:","""More than 80 percent of Americans believe we need to have universal background checks.""","By Eric Stirgus • March 12, 2013",true,0
1542,1654,Eddie Rodriguez,"stated on June 22, 2011 in remarks to the Central Texas Democratic Forum:","""We’re losing almost 6,000 state jobs.""","By Meghan Ashford-Grooms • July 9, 2011",true,0
1543,1852,Tom Barrett,"stated on November 10, 2010 in a campaign video and numerous other campaign statements:","As mayor, Barrett led efforts to redevelop the Menomonee Valley, ""which now supports nearly 4,000 jobs in Wisconsin.""","By James B. Nelson • November 11, 2010",true,0
1544,927,Alicia Menendez,"stated on April 27, 2014 in comments on ABC's ""This Week"":","""A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.""","By Julie Kliegman • April 27, 2014",true,0
1545,1329,Barack Obama,"stated on July 14, 2012 in a TV ad:","Says Mitt Romney had millions in the Cayman Islands, a tax haven.","By Molly Moorhead • July 17, 2012",true,0
1546,673,Nicholas Kristof,"stated on August 27, 2015 in his column in the New York Times:","""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""","By Louis Jacobson • August 27, 2015",true,0
1547,1614,Regina Benjamin,"stated on August 18, 2011 in a radio interview:","""The United States death rate is two-and-a-half times higher for those who do not have a high school education.""","By Willoughby Mariano • August 26, 2011",true,0
1548,2079,Mike Enzi,"stated on November 19, 2009 in a press release:","The Senate health care bill ""would leave 24 million people without insurance coverage.""","By Robert Farley • November 20, 2009",true,0
1549,1069,Elizabeth Roberts,"stated on July 28, 2013 in a TV interview:","""They’ve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.""","By • August 4, 2013",true,0
1550,650,Hillary Clinton,"stated on October 13, 2015 in the first Democratic debate:","""Sen. Sanders did vote five times against the Brady bill.""","By Linda Qiu • October 13, 2015",true,0
1551,1396,Mike Dovilla,"stated on April 12, 2012 in a news release:","""Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.""","By Joe Guillen • April 20, 2012",true,0
1552,1163,Keith Faber,"stated on February 4, 2013 in a news conference:","""Ohio companies export more goods and services globally than 41 other states.""","By Tom Feran • February 14, 2013",true,0
1553,146,Tracy McCreery,"stated on April 8, 2019 in a legislative debate:","""Suicide is the second-leading cause of death among 15-19 year olds and 25-34 year olds in Missouri.""","By Gaëlle Fournier • May 15, 2019",true,0
1554,73,Joe Biden,"stated on February 19, 2020 in comments during the February Democratic primary debate in Las Vegas:","“From the moment we passed that signature legislation, Mike (Bloomberg) called it a disgrace.”","By Victoria Knight • February 20, 2020",true,0
1555,823,Chuck Todd,"stated on November 9, 2014 in an interview:",Wisconsin is below the national average in wage growth and job growth.,"By Tom Kertscher • November 28, 2014",true,0
1556,315,Bruce Rauner,"stated on September 28, 2017 in a press conference:","""I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.""","By Matt Dietrich • October 10, 2017",true,0
1557,1119,Randy Forbes,"stated on April 9, 2013 in a column.:",Says the U.S. fleet of attack submarines is scheduled to fall below the 48 boats that Navy says it needs to carry out current missions.,"By Nancy Madsen • April 26, 2013",true,0
1558,1684,Terry McAuliffe,"stated on May 26, 2011 in an appearance on MSNBC's Hardball with Chris Matthews.:","""China now owns $1.1 trillion of our debt, our trade deficit last year with them was a quarter of a trillion dollars.""","By Wes Hester • May 3, 2011",true,0
1559,116,Sheldon Whitehouse,"stated on September 6, 2019 in an op-ed:","""One unnamed donor gave $17 million to the Leo-affiliated Judicial Crisis Network to block the nomination of Judge Merrick Garland and to support Gorsuch; then a donor — perhaps the same one — gave another $17 million to prop up Kavanaugh.""","By John Kruzel • September 11, 2019",true,0
1560,1044,Joe Lieberman,"stated on September 10, 2013 in a discussion on CNN's ""Crossfire"":","President Barack Obama ""had the legal authority"" to strike Syria without a vote from Congress.","By Jon Greenberg • September 12, 2013",true,0
1561,1207,Don Pridemore,"stated on December 3, 2012 in a news conference:","Among Milwaukee Public Schools students, ""86 percent are behind in reading and 80 percent are behind in math.""","By Tom Kertscher • January 2, 2013",true,0
1562,69,Joe Biden,"stated on March 5, 2020 in an interview with NBC:","“You’ve raised a lot more money than I have, Bernie.”","By Louis Jacobson • March 5, 2020",true,0
1563,815,Progress for Austin PAC,"stated on December 3, 2014 in a mailer to voters:","""Mike Martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his $24,657.50 legal bill.""","By W. Gardner Selby • December 10, 2014",true,0
1564,33,Dan Forest,"stated on June 22, 2020 in a tweet:","""North Carolina is one of four states"" that hasn't opened gyms.","By Paul Specht • June 25, 2020",true,0
1565,1672,George Allen,"stated on June 14, 2011 in a press conference.:","""We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.""","By Jacob Geiger • June 17, 2011",true,0
1566,1081,Charlene Lima,"stated on June 26, 2013 in a speech on the floor of the Rhode Island House:","Economic Development Commission Executive Director Keith Stokes ""sent me a letter and he said the taxpayers will never be on the hook for these bonds"" for 38 Studios.","By C. Eugene Emery Jr. • July 10, 2013",true,0
1567,1817,John McCain,"stated on December 14, 2010 in a statement on the U.S. Senate floor:","Earmarks requested in a federal spending bill included  ""$277,000 for potato pest management in Wisconsin.""","By Tom Kertscher • December 19, 2010",true,0
1568,1537,Democratic National Committee,"stated on November 28, 2011 in a campaign advertisement:",Says Mitt Romney flip-flopped on a taxpayer protection pledge.,"By Louis Jacobson • November 29, 2011",true,0
1569,61,Pat Toomey,"stated on March 28, 2020 in a video on Twitter:",“My mask will keep someone else safe and their mask will keep me safe.”,"By Jessica Calefati • April 1, 2020",true,0
1570,268,Jerry Brown,"stated on April 11, 2018 in a letter to the Trump administration:","""Here are the facts: there is no massive wave of migrants pouring into California. Overall immigrant apprehensions on the border last year were as low as they’ve been in nearly 50 years (and 85 percent of the apprehensions occurred outside of California).""","By Chris Nichols • April 13, 2018",true,0
1571,1478,Armond Budish,"stated on January 31, 2012 in a news conference:","""We've seen more anti-women's choice bills introduced in the first half of this session than we've seen in the last three General Assemblies.""","By Tom Feran • February 3, 2012",true,0
1572,525,Hillary Clinton,"stated on June 27, 2016 in a speech in Cincinnati:","""Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.""","By Louis Jacobson • June 27, 2016",true,0
1573,1180,Michelle Rehwinkel Vasilinda,"stated on January 24, 2013 in a newspaper interview:",Says state workers have not had across-the-board raises in six years.,"By Katie Sanders • January 29, 2013",true,0
1574,919,Democratic National Committee,"stated on May 29, 2014 in an email blast:",Rick Perry doesn’t think there should be a federal minimum wage.,"By W. Gardner Selby • May 30, 2014",true,0
1575,123,Michael Bloomberg,"stated on August 11, 2019 in an interview on CBS's ""Face the Nation"":","""If you go back, you can see Wayne LaPierre, who runs the NRA, testifying in front of Congress in favor of background checks 15 or 20 years ago.""","By Bill McCarthy • August 13, 2019",true,0
1576,440,Donald Trump,"stated on October 19, 2016 in the third presidential debate:","""Heroin .. pours across our southern borders.""","By Jon Greenberg • October 19, 2016",true,0
1577,1298,Bill Clinton,"stated on September 5, 2012 in a speech at the Democratic National Convention in Charlotte, N.C.:","Says U.S. Rep. Paul Ryan attacked the president for ""the same amount of Medicare savings that (Ryan) had in his own budget.""","By Becky Bowers • September 6, 2012",true,0
1578,1923,Florida Democratic Party,"stated on July 26, 2010 in a press release:","""(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.""","By Cristina Silva • August 2, 2010",true,0
1579,1026,Jeanne Shaheen,"stated on October 9, 2013 in remarks from the Senate floor:","""Ninety six percent of employers in the Granite State are considered small businesses.""","By Jim Haddadin • October 11, 2013",true,0
1580,1893,Alex Sink,"stated on September 13, 2010 in a campaign website:","""Florida ranks last in the ratio of employees to residents... And Florida is dead last in the nation in state employee payroll expenditures per resident.""","By Amy Sherman • September 14, 2010",true,0
1581,1467,Greg Walden,"stated on February 9, 2012 in news television interview:",You may have driven the length of a football field in the five seconds it takes to check a text.,"By Janie Har • February 15, 2012",true,0
1582,1647,Club for Growth,"stated on July 5, 2011 in a radio ad:","Says state Senate recall challenger Sandy Pasch voted ""to cut school aid by nearly $300 million.""","By Tom Kertscher • July 20, 2011",true,0
1583,647,Peter Kinder,"stated on October 16, 2015 in a tweet:","""After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg""","By Allison Graves • October 28, 2015",true,0
1584,1477,Randy Forbes,"stated on January 24, 2012 in a blog post.:","""The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.""","By Sean Gorman • February 3, 2012",true,0
1585,1079,Barbara Buono,"stated on July 9, 2013 in an online gubernatorial campaign ad:","""Guess what, governor? There’s no fried butter in Newark. Just 13 percent unemployment.""","By Caryn Shinske • July 14, 2013",true,0
1586,1918,Kevin Boyce,"stated on July 14, 2010 in a campaign video:","""I’ve even cut my own salary -- twice.""","By Joe Guillen • August 11, 2010",true,0
1587,909,John Oliver,"stated on June 8, 2014 in a segment on ""Last Week Tonight"":","FIFA ""pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.""","By Katie Sanders • June 11, 2014",true,0
1588,131,Cory Booker,"stated on July 5, 2019 in an interview:","""In 2017, we had more marijuana possession arrests in our country than all other violent crimes combined.""","By Tom Kertscher • July 11, 2019",true,0
1589,1271,John G. Morgan,"stated on September 13, 2012 in Testimoney to the U.S. Senate Education Committee:","""Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.""","By Richard Locker • October 13, 2012",true,0
1590,1868,Charlie Crist,"stated on October 24, 2010 in a U.S. Senate debate on CNN’s “State of the Union.”:","""I am very proud, as governor of Florida, that we signed the first divestment act, as it relates to Iran, divesting any investments in companies that would invest in Iran.""","By Becky Bowers • October 24, 2010",true,0
1591,1714,George Will,"stated on April 3, 2011 in a roundtable segment on ABC's ""This Week with Christiane Amanpour"":","""We lost more jobs in this great recession than the last four recessions combined.""","By Louis Jacobson • April 4, 2011",true,0
1592,286,Rebecca Dallet,"stated on January 19, 2018 in an interview:","Says that as a judge, she has ""presided over more than 10,000 cases.""","By Tom Kertscher • February 16, 2018",true,0
1593,1712,Newt Gingrich,"stated on January 7, 2011 in an op-ed:","Says ""some [states] with the largest reductions in crime have also lowered their prison population.""","By Eric Stirgus • April 5, 2011",true,0
1594,2219,Barack Obama,"stated on January 21, 2008 in a debate in Myrtle Beach, S.C.:","""While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.""","By Bill Adair • January 22, 2008",true,0
1595,411,John Podesta,"stated on December 18, 2016 in an interview on ""Meet the Press"":","""On Oct. 7, the Access Hollywood tape comes out. One hour later, WikiLeaks starts dropping my emails.""","By Aaron Sharockman • December 18, 2016",true,0
1596,2130,Barack Obama,"stated on October 7, 2008 in a debate in Nashville, Tenn.:","""Two years ago...I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke, and told them [subprime lending] is something we have to deal with.""","By Alexander Lane • October 8, 2008",true,0
1597,922,Republican Party of Virginia,"stated on April 25, 2014 in a web ad.:","""Ninety-seven percent of the time. That’s how often Mark Warner votes with President Obama.""","By Nancy Madsen • May 15, 2014",true,0
1598,1737,Loren Collins,"stated on March 4, 2011 in an op-ed in The Atlanta Journal-Constitution:",A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.,"By Willoughby Mariano • March 9, 2011",true,0
1599,235,Nate McMurray,"stated on August 8, 2018 in a news conference at the UAW 897 hall in Hamburg. :","Says he’s a ""small-town supervisor who has kept a balanced budget, who has increased surpluses, who has led us to the highest credit rating our town has ever had.""","By Jill Terreri Ramos • August 29, 2018",true,0
1600,1651,Bob McDonnell,"stated on July 13, 2011 in a TV interview.:",Ninety percent of the job growth in Virginia has been in the private sector.,"By Sean Gorman • July 18, 2011",true,0
1601,1302,Julián Castro,"stated on September 4, 2012 in keynote address to the Democratic National Convention in Charlotte, N.C.:","Says Mitt Romney told university students in Ohio that to start a business, they should ""borrow money if you have to from your parents.""","By W. Gardner Selby • September 5, 2012",true,0
1602,197,Andrew Cuomo,"stated on November 19, 2018 in a radio interview:","""There is nothing that we have done on Amazon that we have not done with hundreds of other projects.""","By Jill Terreri Ramos • December 7, 2018",true,0
1603,1724,Leticia Van de Putte,"stated on February 16, 2011 in a press release:","""Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.""","By Ciara O'Rourke • March 23, 2011",true,0
1604,1704,Mark Warner,"stated on April 11, 2011 in a meeting with The Atlanta Journal-Constitution editorial board:","""There used to be 16 workers for every one person on Social Security. ... Now it’s three.""","By Willoughby Mariano • April 12, 2011",true,0
1605,1489,Ohio Republican Party,"stated on January 22, 2012 in an interview with The Plain Dealer:","Sherrod Brown ""has voted with Barack Obama 95 percent of the time.""","By Stephen Koff • January 25, 2012",true,0
1606,1373,Crossroads GPS,"stated on May 16, 2012 in a TV ad.:","Obama promised to cut the deficit by half by the end of his first term but he ""hasn't even come close.""","By Katie Sanders • May 17, 2012",true,0
1607,2086,Barack Obama,"stated on November 6, 2009 in remarks from the White House:","""History tells us that job growth always lags behind economic growth.""","By Robert Farley • November 9, 2009",true,0
1608,874,Mary Burke,"stated on August 7, 2014 in an interview:",New Glarus Brewing Co.’s Spotted Cow is available only in Wisconsin.,"By James B. Nelson • August 25, 2014",true,0
1609,498,Donald Trump,"stated on August 7, 2016 in a tweet:",Says the media distorted what happened with a baby at his rally.,"By Linda Qiu • August 8, 2016",true,0
1610,1649,Brian Kemp,"stated on June 20, 2011:","""The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.""","By Eric Stirgus • July 19, 2011",true,0
1611,1344,Gerry Connolly,"stated on June 5, 2012 in a floor speech.:","Ronald Reagan ""raised taxes in 1982, 1984, 1985, 1986 and 1987.""","By Nancy Madsen • June 25, 2012",true,0
1612,1194,William G. Batchelder,"stated on January 7, 2013 in a speech on the House floor:","""I am now the No. 2 member of this House in terms of length of service.""","By Tom Feran • January 18, 2013",true,0
1613,1028,Chris Latvala,"stated on October 9, 2013 in a tweet:","""Many don’t know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.""","By Katie Sanders • October 9, 2013",true,0
1614,1653,Paul Krugman,"stated on July 11, 2011 in a ""New York Times"" column:","""There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.""","By Louis Jacobson • July 11, 2011",true,0
1615,301,Norm Eisen,"stated on January 7, 2018 in a tweet:","The White House staff risks violating federal ethics rules if they participate in Donald Trump’s ""fake news awards.""","By John Kruzel • January 11, 2018",true,0
1616,1261,David Cicilline,"stated on October 16, 2012 in a debate:","""While I was mayor of the city of Providence we had the lowest crime rate in 30 years.""","By C. Eugene Emery Jr. • October 21, 2012",true,0
1617,1095,Pink Pony,"stated on May 13, 2013 in an interview:",The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.,"By Eric Stirgus • June 14, 2013",true,0
1618,1191,John Kitzhaber,"stated on January 14, 2013 in in State of the State speech:","""It costs $10,000 a year to keep a child in school; it costs $30,000 a year to keep someone in prison.""","By Janie Har • January 18, 2013",true,0
1619,292,Brian Kavanagh,"stated on January 17, 2018 in a press conference:","""New York has the third lowest rate of gun-caused death in America.""","By Dan Clark • February 1, 2018",true,0
1620,1033,Steve Lonegan,"stated on September 23, 2013 in an interview on the John Gambling radio program:","""I would be the first Republican senator elected in New Jersey in 41 years.""","By Caryn Shinske • September 29, 2013",true,0
1621,2135,Sarah Palin,"stated on October 2, 2008 in St. Louis:","""Barack Obama ... 96 percent of his votes have been solely along party line.""","By David DeCamp • October 2, 2008",true,0
